VALUE,COUNT,MICHI,US_200BPS,US_200EVT,US_200SCLASS,BPS_CODE,BPS_NAME,BPS_MODEL,GROUPVEG,EVT_NAME,EVT_PHYS,LABEL,DESCRIPTIO
935,1,0,1629,9111,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C,Succession Class C
936,5,0,1620,9112,2,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,B,Succession Class B
937,2,0,1620,9088,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,C,Succession Class C
938,2,0,1629,9295,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
939,2,0,1620,7978,180,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Wheat,Agricultural,Agriculture,Agriculture
940,4,0,1621,7974,180,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Row Crop,Agricultural,Agriculture,Agriculture
941,607,0,1639,7295,132,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Quarries-Strip Mines-Gravel Pits-Well and Wind Pads,Barren or Sparse,Barren or Sparse
942,5,0,1623,9088,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce Forest,Conifer,C,Succession Class C
943,2,0,1615,7243,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,B,Succession Class B
944,16,0,1637,9118,5,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Freshwater Marsh,Riparian,E,Succession Class E
945,6,0,1620,7481,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
946,66,0,1620,7933,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
947,331,0,1620,7930,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE,Uncharacteristic Exotic Vegetation
948,73,0,1614,7243,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
949,7,0,1623,7243,4,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,D,Succession Class D
950,6,0,1640,7905,120,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Urban Deciduous Forest,Developed,Urban,Urban
951,30,0,1624,7481,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C,Succession Class C
952,194,0,1624,9055,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Boreal-Laurentian Bog,Riparian,A,Succession Class A
953,13,0,1637,9318,7,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Northern & Central Ruderal Wet Meadow & Marsh,Riparian,UE,Uncharacteristic Exotic Vegetation
954,1,0,1633,7931,7,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
955,14,0,1623,7954,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
956,109,0,1622,7192,1,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Shrub Cover,Shrubland,A,Succession Class A
957,2,0,1623,7953,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
958,510,0,1623,7297,120,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
959,203,0,1629,7931,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
960,1,0,1623,7978,180,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Wheat,Agricultural,Agriculture,Agriculture
961,27,0,1620,9117,4,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,D,Succession Class D
962,202,0,1629,7930,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE,Uncharacteristic Exotic Vegetation
963,9,0,1620,7953,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
964,417,0,1624,7934,7,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
965,52,0,1629,7952,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
966,17,0,1629,7933,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
967,70,0,1629,9118,2,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,B,Succession Class B
968,4,0,1629,7953,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrub Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
969,2,0,1629,9114,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Alkaline Fen,Riparian,C,Succession Class C
970,3,0,1620,7954,7,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
971,7,0,1640,9202,2,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern Great Lakes Coastal Marsh,Riparian,B,Succession Class B
972,19,0,1629,9057,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,C,Succession Class C
973,57,0,1629,9120,1,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Wet Meadow,Riparian,A,Succession Class A
974,1,0,1623,7362,2,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,B,Succession Class B
975,28,0,1629,9620,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,C,Succession Class C
976,7,0,1622,7977,180,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture,Agriculture
977,137,0,1629,9120,2,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Wet Meadow,Riparian,B,Succession Class B
978,26,0,1640,9057,3,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Boreal-Laurentian-Acadian Acidic Basin Fen,Riparian,C,Succession Class C
979,9,0,1620,7977,180,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture,Agriculture
980,4,0,1637,9089,6,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
981,4,0,1622,9117,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Floodplain Forest,Riparian,B,Succession Class B
982,47,0,1622,7481,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,B,Succession Class B
983,7,0,1622,7481,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,Riparian,C,Succession Class C
984,11,0,1622,9056,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,C,Succession Class C
985,387,0,1624,7909,120,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Urban Shrubland,Developed,Urban,Urban
986,44,0,1622,7908,120,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Urban Herbaceous,Developed,Urban,Urban
987,707,0,1624,7297,120,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
988,2,0,1623,7238,3,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,C,Succession Class C
989,291,0,1640,7297,120,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
990,204,0,1640,7298,120,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Developed-High Intensity,Developed-High Intensity,Urban,Urban
991,95,0,1622,7297,120,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
992,21,0,1622,9317,7,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
993,31,0,1622,7298,120,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Developed-High Intensity,Developed-High Intensity,Urban,Urban
994,23,0,1622,7407,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine Barrens,Conifer,C,Succession Class C
995,18,0,1622,7366,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,C,Succession Class C
996,103,0,1640,7296,120,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Developed-Low Intensity,Developed-Low Intensity,Urban,Urban
997,34,0,1640,7934,7,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
998,3,0,1629,7954,7,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Eastern Cool Temperate Developed Ruderal Herbaceous Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
999,1,0,1640,9203,2,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Northern Great Lakes Interdunal Wetland,Riparian,B,Succession Class B
1000,4,0,1620,7366,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1001,16,0,1622,7934,7,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Grassland,Developed,UE,Uncharacteristic Exotic Vegetation
1002,257,0,1624,7298,120,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Developed-High Intensity,Developed-High Intensity,Urban,Urban
1003,9,0,1629,9055,1,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Boreal-Laurentian Bog,Riparian,A,Succession Class A
1004,4,0,1629,9620,1,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Shrub Swamp,Riparian,A,Succession Class A
1005,40,0,1624,9202,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Northern Great Lakes Coastal Marsh,Riparian,A,Succession Class A
1006,2,0,1629,9617,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Floodplain Shrubland,Riparian,C,Succession Class C
1007,5,0,1622,9118,1,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Freshwater Marsh,Riparian,A,Succession Class A
1008,1,0,1623,7970,180,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Orchard,Agricultural,Agriculture,Agriculture
1009,2,0,1624,7238,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Oak Forest,Hardwood,C,Succession Class C
1010,6,0,1624,9203,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Northern Great Lakes Interdunal Wetland,Riparian,A,Succession Class A
1011,11,0,1637,7298,120,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Developed-High Intensity,Developed-High Intensity,Urban,Urban
1012,27,0,1640,7906,120,14920,Great Lakes Coastal Marsh Systems,14920_41_50_51_52_63,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban,Urban
1013,4,0,1629,7366,4,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Pine-Hemlock Forest,Conifer,D,Succession Class D
1014,4,0,1622,7362,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,C,Succession Class C
1015,2,0,1633,9317,7,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub,UE,Uncharacteristic Exotic Vegetation
1016,4,0,1622,7242,2,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood,B,Succession Class B
1017,4,0,1622,7242,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Oak Barrens,Hardwood,C,Succession Class C
1018,1,0,1633,7407,3,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Laurentian Pine Barrens,Conifer,C,Succession Class C
1019,1,0,1633,7296,120,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Developed-Low Intensity,Developed-Low Intensity,Urban,Urban
1020,1,0,1629,7302,4,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,D,Succession Class D
1021,3,0,1614,7242,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,E,Succession Class E
1022,96,0,1614,7242,6,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Oak Barrens,Hardwood,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1023,2,0,1622,7243,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian Pine-Oak Barrens,Conifer-Hardwood,C,Succession Class C
1024,20,0,1622,9089,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Sub-boreal Mesic Balsam Fir-Spruce Forest,Conifer,C,Succession Class C
1025,2,0,1622,7976,180,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
1026,2,0,1629,9117,3,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,C,Succession Class C
1027,3,0,1622,7975,180,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
1028,2,0,1639,7241,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,B,Succession Class B
1029,5,0,1623,9056,2,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B,Succession Class B
1030,1,0,1629,9112,4,14072,Laurentian Pine-Oak Barrens - Jack Pine,14072_41_50_51,Conifer,Laurentian Jack Pine-Red Pine Forest,Conifer,D,Succession Class D
1031,23,0,1624,7407,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Pine Barrens,Conifer,C,Succession Class C
1032,569,0,1624,7931,7,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
1033,4,0,1615,7366,1,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian-Acadian Pine-Hemlock Forest,Conifer,A,Succession Class A
1034,7,0,1620,7976,180,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
1035,2,0,1620,9117,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,C,Succession Class C
1036,4,0,1639,7976,180,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
1037,107,0,1624,7975,180,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Close Grown Crop,Agricultural,Agriculture,Agriculture
1038,35,0,1622,7931,7,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Evergreen Forest,Developed,UE,Uncharacteristic Exotic Vegetation
1039,1,0,1620,9111,3,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,C,Succession Class C
1040,183,0,1624,7952,7,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forested Wetland,Developed,UE,Uncharacteristic Exotic Vegetation
1041,8,0,1622,7241,3,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
1042,6,0,1622,7930,7,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE,Uncharacteristic Exotic Vegetation
1043,7,0,1623,7932,7,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Eastern Cool Temperate Developed Ruderal Mixed Forest,Developed,UE,Uncharacteristic Exotic Vegetation
1044,5,0,1623,9611,1,13651,Boreal White Spruce-Fir-Hardwood Forest - Inland,13651_51,Conifer,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,A,Succession Class A
1045,468,0,1624,7930,7,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Developed Ruderal Deciduous Forest,Developed,UE,Uncharacteristic Exotic Vegetation
1046,5,0,1637,9611,1,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Laurentian Acidic Rocky Outcrop Shrubland,Shrubland,A,Succession Class A
1047,1,0,1620,7362,2,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Pine Forest,Conifer,B,Succession Class B
1048,3,0,1620,9056,2,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Boreal-Laurentian Conifer Acidic Swamp and Treed Poor Fen,Riparian,B,Succession Class B
1049,4,0,1620,9114,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Alkaline Fen,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1050,171,0,1624,7302,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,C,Succession Class C
1051,1,0,1625,7193,1,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Recently Logged-Tree Cover,Conifer,A,Succession Class A
1052,1,0,1624,7302,1,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,A,Succession Class A
1053,1456,0,1614,7298,120,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Developed-High Intensity,Developed-High Intensity,Urban,Urban
1054,3,0,1622,7933,7,13620,Laurentian-Acadian Northern Pine(-Oak) Forest,13620_51_63_64_65_66,Hardwood-Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
1055,13,0,1624,7976,180,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
1056,2,0,1624,9117,3,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian-Acadian Floodplain Forest,Riparian,C,Succession Class C
1057,2,0,1639,7240,2,14810,Laurentian-Acadian Alkaline Conifer-Hardwood Swamp,14810_41_50_51_63,Riparian,Laurentian-Acadian Hardwood Forest,Hardwood,B,Succession Class B
1058,52,0,1621,7933,7,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Developed Ruderal Shrubland,Developed,UE,Uncharacteristic Exotic Vegetation
1059,1,0,1636,7906,120,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Eastern Cool Temperate Urban Evergreen Forest,Developed,Urban,Urban
1060,1,0,1633,7974,180,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Eastern Cool Temperate Row Crop,Agricultural,Agriculture,Agriculture
1061,1,0,1620,9617,6,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Floodplain Shrubland,Riparian,UN,Uncharacteristic Native Vegetation Cover / Structure / Composition
1062,148,0,1624,9111,4,13652,Boreal White Spruce-Fir-Hardwood Forest - Coastal,13652_51,Conifer,Laurentian Acidic Rocky Outcrop Woodland,Conifer,D,Succession Class D
1063,1,0,1620,7302,2,13441,Boreal Jack Pine-Black Spruce Forest - Pine Barrens,13441_51,Conifer,Laurentian-Acadian Northern Hardwoods Forest,Hardwood,B,Succession Class B
1064,288,0,1621,7298,120,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Developed-High Intensity,Developed-High Intensity,Urban,Urban
1065,1,0,1636,7297,120,14750,Laurentian-Acadian Floodplain Systems,14750_41_50_51_63_64_65_66,Riparian,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
1066,2,0,1625,7240,2,13660,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,13660_51_63_64_65_66,Hardwood-Conifer,Laurentian-Acadian Hardwood Forest,Hardwood,B,Succession Class B
1067,1,0,1614,7243,5,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,E,Succession Class E
1068,1,0,1633,7297,120,14440,Eastern Boreal Floodplain,14440_41_50_51,Hardwood,Developed-Medium Intensity,Developed-Medium Intensity,Urban,Urban
1069,2,0,1637,7199,1,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Recently Disturbed Other-Shrub Cover,Shrubland,A,Succession Class A
1070,46,0,1637,7977,180,14770,Boreal Acidic Peatland Systems,14770_40_41_50_51,Riparian,Eastern Cool Temperate Pasture and Hayland,Agricultural,Agriculture,Agriculture
1071,2,0,1621,7976,180,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural,Agriculture,Agriculture
1072,2,0,1621,9295,3,13442,Boreal Jack Pine-Black Spruce Forest - Spruce-Fir,13442_51,Conifer,Laurentian-Acadian Sub-boreal Dry-Mesic Pine-Black Spruce-Hardwood Forest,Conifer-Hardwood,C,Succession Class C
1073,6,0,1614,7243,2,13022,Laurentian-Acadian Northern Hardwoods Forest - Hemlock,13022_41_50_51,Hardwood,Laurentian Pine-Oak Barrens,Conifer-Hardwood,B,Succession Class B
1074,1,0,1641,7241,4,14940,Laurentian-Acadian Shrub-Herbaceous Wetland Systems,14940_41_50_51,Riparian,Laurentian-Acadian Pine-Hemlock-Hardwood Forest,Conifer-Hardwood,D,Succession Class D
